"Time","CO2","Humidity","PM10","PM2.5","Temperature","TVOC"
2024-01-13 00:00:00,602 ppm,80 %H,11.7 μg/m³,11.3 μg/m³,23.2 °C,1.06 ppm
2024-01-12 22:00:00,613 ppm,80.0 %H,11.5 μg/m³,11.1 μg/m³,23.2 °C,0.960 ppm
2024-01-12 20:00:00,632 ppm,80.5 %H,10.6 μg/m³,10.4 μg/m³,23.2 °C,0.921 ppm
2024-01-12 18:00:00,712 ppm,81.0 %H,8.65 μg/m³,8.35 μg/m³,23.0 °C,0.978 ppm
2024-01-12 16:00:00,736 ppm,80.8 %H,6.71 μg/m³,6.65 μg/m³,23.0 °C,0.911 ppm
2024-01-12 14:00:00,697 ppm,80.8 %H,6.18 μg/m³,5.82 μg/m³,23.0 °C,0.878 ppm
2024-01-12 12:00:00,639 ppm,80.9 %H,7.24 μg/m³,7.06 μg/m³,22.9 °C,0.721 ppm
2024-01-12 10:00:00,552 ppm,79.6 %H,9.06 μg/m³,8.89 μg/m³,22.3 °C,0.704 ppm
2024-01-12 08:00:00,524 ppm,78.9 %H,11.1 μg/m³,11 μg/m³,22.6 °C,0.812 ppm
2024-01-12 06:00:00,547 ppm,79.9 %H,13.5 μg/m³,12.9 μg/m³,23.5 °C,0.841 ppm
2024-01-12 04:00:00,570 ppm,79.5 %H,14.9 μg/m³,14.2 μg/m³,23.4 °C,0.853 ppm
2024-01-12 02:00:00,601 ppm,79.5 %H,15.3 μg/m³,14.4 μg/m³,23.3 °C,0.853 ppm
2024-01-12 00:00:00,640 ppm,79.5 %H,14.8 μg/m³,14 μg/m³,23.3 °C,0.846 ppm
2024-01-11 22:00:00,683 ppm,79.1 %H,14.5 μg/m³,14.2 μg/m³,23.1 °C,0.845 ppm
2024-01-11 20:00:00,743 ppm,79.1 %H,11.9 μg/m³,11.7 μg/m³,22.7 °C,0.883 ppm
2024-01-11 18:00:00,852 ppm,79.1 %H,11.6 μg/m³,11.3 μg/m³,22.3 °C,1.10 ppm
2024-01-11 16:00:00,769 ppm,78.6 %H,13.9 μg/m³,13.4 μg/m³,22.3 °C,0.964 ppm
2024-01-11 14:00:00,700 ppm,77.0 %H,14.2 μg/m³,13.9 μg/m³,22.2 °C,0.920 ppm
2024-01-11 12:00:00,651 ppm,78.2 %H,17.8 μg/m³,17.1 μg/m³,22.6 °C,1.12 ppm
2024-01-11 10:00:00,567 ppm,80.8 %H,16.4 μg/m³,15.8 μg/m³,23.1 °C,1.01 ppm
2024-01-11 08:00:00,521 ppm,80.7 %H,13.2 μg/m³,12.7 μg/m³,23.2 °C,1.03 ppm
2024-01-11 06:00:00,532 ppm,80.5 %H,12.1 μg/m³,11.7 μg/m³,23.6 °C,1.05 ppm
2024-01-11 04:00:00,541 ppm,80.5 %H,11 μg/m³,10.3 μg/m³,23.6 °C,1.04 ppm
2024-01-11 02:00:00,551 ppm,80.5 %H,10.4 μg/m³,9.94 μg/m³,23.6 °C,1.03 ppm
2024-01-11 00:00:00,557 ppm,80.5 %H,10.1 μg/m³,9.65 μg/m³,23.5 °C,1.02 ppm
2024-01-10 22:00:00,556 ppm,80.5 %H,9.29 μg/m³,9 μg/m³,23.5 °C,0.929 ppm
2024-01-10 20:00:00,547 ppm,80.6 %H,8.47 μg/m³,8.29 μg/m³,23.5 °C,0.846 ppm
2024-01-10 18:00:00,545 ppm,81 %H,8.12 μg/m³,7.76 μg/m³,23.3 °C,0.766 ppm
2024-01-10 16:00:00,537 ppm,80.9 %H,7 μg/m³,6.89 μg/m³,23.2 °C,0.733 ppm
2024-01-10 14:00:00,521 ppm,80.5 %H,7.18 μg/m³,6.94 μg/m³,23.0 °C,0.709 ppm
2024-01-10 12:00:00,526 ppm,80.5 %H,7 μg/m³,6.94 μg/m³,23.1 °C,0.804 ppm
2024-01-10 10:00:00,537 ppm,81 %H,7 μg/m³,6.94 μg/m³,23.1 °C,0.826 ppm
2024-01-10 08:00:00,559 ppm,80.5 %H,7.65 μg/m³,7.47 μg/m³,23.2 °C,0.891 ppm
2024-01-10 06:00:00,592 ppm,80.4 %H,8.47 μg/m³,8.18 μg/m³,23.7 °C,0.991 ppm
2024-01-10 04:00:00,622 ppm,80.4 %H,8.76 μg/m³,8.41 μg/m³,23.6 °C,1.08 ppm
2024-01-10 02:00:00,665 ppm,80.4 %H,8.33 μg/m³,7.94 μg/m³,23.6 °C,1.12 ppm
2024-01-10 00:00:00,711 ppm,80.5 %H,8 μg/m³,7.71 μg/m³,23.6 °C,1.17 ppm
2024-01-09 22:00:00,759 ppm,80.5 %H,7 μg/m³,6.71 μg/m³,23.5 °C,1.21 ppm
2024-01-09 20:00:00,828 ppm,81.1 %H,6.47 μg/m³,6.35 μg/m³,23.4 °C,1.27 ppm
2024-01-09 18:00:00,913 ppm,81.1 %H,5.59 μg/m³,5.41 μg/m³,23.2 °C,1.44 ppm
2024-01-09 16:00:00,820 ppm,80.6 %H,5.65 μg/m³,5.59 μg/m³,23.1 °C,1.35 ppm
2024-01-09 14:00:00,717 ppm,80 %H,6.88 μg/m³,6.41 μg/m³,23.2 °C,1.30 ppm
2024-01-09 12:00:00,651 ppm,80.5 %H,9.06 μg/m³,8.72 μg/m³,23.4 °C,1.31 ppm
2024-01-09 10:00:00,548 ppm,81.2 %H,11.6 μg/m³,11.3 μg/m³,23.3 °C,1.17 ppm
2024-01-09 08:00:00,523 ppm,81.0 %H,10.6 μg/m³,10.1 μg/m³,23.4 °C,1.01 ppm
2024-01-09 06:00:00,542 ppm,80.8 %H,10.4 μg/m³,10.2 μg/m³,23.7 °C,1.05 ppm
2024-01-09 04:00:00,560 ppm,80.6 %H,11 μg/m³,10.6 μg/m³,23.7 °C,1.06 ppm
2024-01-09 02:00:00,579 ppm,80.8 %H,11.1 μg/m³,10.8 μg/m³,23.6 °C,1.07 ppm
2024-01-09 00:00:00,601 ppm,80.9 %H,9.94 μg/m³,9.29 μg/m³,23.6 °C,1.02 ppm
2024-01-08 22:00:00,623 ppm,81 %H,10.2 μg/m³,9.67 μg/m³,23.5 °C,1.05 ppm
2024-01-08 20:00:00,637 ppm,81.3 %H,8.94 μg/m³,8.59 μg/m³,23.2 °C,0.947 ppm
2024-01-08 18:00:00,693 ppm,81.2 %H,8.76 μg/m³,8.24 μg/m³,23.0 °C,1.06 ppm
2024-01-08 16:00:00,721 ppm,81.3 %H,7.76 μg/m³,7.65 μg/m³,23.1 °C,1.14 ppm
2024-01-08 14:00:00,662 ppm,81.2 %H,7.76 μg/m³,7.65 μg/m³,23.1 °C,1.18 ppm
2024-01-08 12:00:00,598 ppm,80.9 %H,8.71 μg/m³,8.53 μg/m³,23.1 °C,1.41 ppm
2024-01-08 10:00:00,520 ppm,81.5 %H,10.2 μg/m³,9.76 μg/m³,23.2 °C,1.45 ppm
2024-01-08 08:00:00,468 ppm,81.3 %H,10.1 μg/m³,9.83 μg/m³,23.4 °C,1.35 ppm
2024-01-08 06:00:00,470 ppm,81 %H,7.94 μg/m³,7.76 μg/m³,23.8 °C,1.28 ppm
2024-01-08 04:00:00,470 ppm,81 %H,7.82 μg/m³,7.65 μg/m³,23.8 °C,1.24 ppm
2024-01-08 02:00:00,471 ppm,81 %H,8 μg/m³,7.71 μg/m³,23.8 °C,1.20 ppm
2024-01-08 00:00:00,471 ppm,81 %H,8.29 μg/m³,8.18 μg/m³,23.8 °C,1.13 ppm
2024-01-07 22:00:00,465 ppm,81 %H,8.35 μg/m³,8.06 μg/m³,23.8 °C,1.06 ppm
2024-01-07 20:00:00,462 ppm,81 %H,8.29 μg/m³,7.88 μg/m³,23.8 °C,1.01 ppm
2024-01-07 18:00:00,451 ppm,81 %H,8.17 μg/m³,7.78 μg/m³,23.8 °C,0.923 ppm
2024-01-07 16:00:00,444 ppm,81 %H,8.29 μg/m³,8.24 μg/m³,23.9 °C,0.861 ppm
2024-01-07 14:00:00,439 ppm,81 %H,9 μg/m³,8.47 μg/m³,23.9 °C,0.866 ppm
2024-01-07 12:00:00,441 ppm,81 %H,10.2 μg/m³,9.76 μg/m³,23.8 °C,0.845 ppm
2024-01-07 10:00:00,448 ppm,81 %H,8.88 μg/m³,8.53 μg/m³,23.7 °C,0.789 ppm
2024-01-07 08:00:00,456 ppm,81 %H,9.06 μg/m³,8.82 μg/m³,23.7 °C,0.801 ppm
2024-01-07 06:00:00,458 ppm,81 %H,10.2 μg/m³,9.53 μg/m³,23.7 °C,0.792 ppm
2024-01-07 04:00:00,462 ppm,81 %H,10.8 μg/m³,10.2 μg/m³,23.7 °C,0.788 ppm
2024-01-07 02:00:00,468 ppm,81 %H,11.3 μg/m³,10.9 μg/m³,23.7 °C,0.773 ppm
2024-01-07 00:00:00,473 ppm,81.1 %H,11.4 μg/m³,10.9 μg/m³,23.6 °C,0.715 ppm
2024-01-06 22:00:00,475 ppm,81.5 %H,10.5 μg/m³,10.1 μg/m³,23.6 °C,0.635 ppm
2024-01-06 20:00:00,476 ppm,81.6 %H,10 μg/m³,9.59 μg/m³,23.4 °C,0.554 ppm
2024-01-06 18:00:00,479 ppm,81.3 %H,8.94 μg/m³,8.35 μg/m³,23.1 °C,0.537 ppm
2024-01-06 16:00:00,483 ppm,80.9 %H,10.3 μg/m³,9.59 μg/m³,23.0 °C,0.589 ppm
2024-01-06 14:00:00,485 ppm,80.9 %H,10.1 μg/m³,9.28 μg/m³,23.1 °C,0.692 ppm
2024-01-06 12:00:00,489 ppm,81.2 %H,10.6 μg/m³,10.1 μg/m³,23.2 °C,0.731 ppm
2024-01-06 10:00:00,496 ppm,81.4 %H,11.4 μg/m³,10.9 μg/m³,23.2 °C,0.828 ppm
2024-01-06 08:00:00,518 ppm,81.4 %H,10.6 μg/m³,10.2 μg/m³,23.3 °C,0.901 ppm
2024-01-06 06:00:00,535 ppm,81 %H,10.9 μg/m³,10.5 μg/m³,23.6 °C,0.889 ppm
2024-01-06 04:00:00,547 ppm,81 %H,12.1 μg/m³,11.4 μg/m³,23.6 °C,0.912 ppm
2024-01-06 02:00:00,564 ppm,81 %H,11.8 μg/m³,11.2 μg/m³,23.6 °C,0.941 ppm
2024-01-06 00:00:00,583 ppm,81 %H,10.9 μg/m³,10.4 μg/m³,23.5 °C,0.911 ppm
2024-01-05 22:00:00,599 ppm,81.1 %H,10.9 μg/m³,10.2 μg/m³,23.4 °C,0.930 ppm
2024-01-05 20:00:00,610 ppm,81.5 %H,10.9 μg/m³,10.4 μg/m³,23.2 °C,0.825 ppm
2024-01-05 18:00:00,652 ppm,81.5 %H,9.24 μg/m³,9.18 μg/m³,23.1 °C,0.931 ppm
2024-01-05 16:00:00,727 ppm,81.2 %H,7.24 μg/m³,6.88 μg/m³,23.2 °C,1.14 ppm
2024-01-05 14:00:00,698 ppm,81.5 %H,7.18 μg/m³,6.65 μg/m³,23.1 °C,0.968 ppm
2024-01-05 12:00:00,644 ppm,81.3 %H,6.35 μg/m³,6.35 μg/m³,23.2 °C,0.934 ppm
2024-01-05 10:00:00,567 ppm,81.4 %H,7.11 μg/m³,6.89 μg/m³,23.2 °C,0.866 ppm
2024-01-05 08:00:00,542 ppm,81.1 %H,6.82 μg/m³,6.71 μg/m³,23.1 °C,0.901 ppm
2024-01-05 06:00:00,557 ppm,81 %H,7.41 μg/m³,7.24 μg/m³,23.6 °C,0.939 ppm
2024-01-05 04:00:00,564 ppm,81 %H,6.94 μg/m³,6.88 μg/m³,23.6 °C,0.918 ppm
2024-01-05 02:00:00,579 ppm,81 %H,7.24 μg/m³,7.12 μg/m³,23.5 °C,0.946 ppm
2024-01-05 00:00:00,592 ppm,81 %H,8.47 μg/m³,8.24 μg/m³,23.5 °C,0.954 ppm
2024-01-04 22:00:00,596 ppm,81 %H,8.18 μg/m³,7.88 μg/m³,23.4 °C,0.964 ppm
2024-01-04 20:00:00,594 ppm,81.1 %H,8.33 μg/m³,8.06 μg/m³,23.2 °C,0.919 ppm
2024-01-04 18:00:00,594 ppm,81.4 %H,7.88 μg/m³,7.71 μg/m³,23.0 °C,0.886 ppm
2024-01-04 16:00:00,566 ppm,81.3 %H,8.18 μg/m³,8.06 μg/m³,23.2 °C,0.918 ppm
2024-01-04 14:00:00,535 ppm,81.9 %H,9.18 μg/m³,9 μg/m³,23.0 °C,0.834 ppm
2024-01-04 12:00:00,513 ppm,81.4 %H,8.88 μg/m³,8.59 μg/m³,23.1 °C,0.801 ppm
2024-01-04 10:00:00,509 ppm,81.5 %H,8.82 μg/m³,8.53 μg/m³,23.3 °C,0.780 ppm
2024-01-04 08:00:00,517 ppm,81.2 %H,9.24 μg/m³,8.82 μg/m³,23.4 °C,0.827 ppm
2024-01-04 06:00:00,532 ppm,81.1 %H,12.2 μg/m³,11.9 μg/m³,23.7 °C,0.821 ppm
2024-01-04 04:00:00,557 ppm,81 %H,13.6 μg/m³,12.9 μg/m³,23.7 °C,0.918 ppm
2024-01-04 02:00:00,580 ppm,81 %H,13.9 μg/m³,13 μg/m³,23.7 °C,0.938 ppm
2024-01-04 00:00:00,607 ppm,81 %H,14.1 μg/m³,13.2 μg/m³,23.6 °C,0.975 ppm
2024-01-03 22:00:00,637 ppm,81 %H,14.7 μg/m³,13.7 μg/m³,23.6 °C,1 ppm
2024-01-03 20:00:00,660 ppm,81.2 %H,13 μg/m³,12.5 μg/m³,23.4 °C,1.01 ppm
2024-01-03 18:00:00,714 ppm,81.2 %H,9.76 μg/m³,9.59 μg/m³,23.0 °C,1.10 ppm
2024-01-03 16:00:00,718 ppm,80.9 %H,8.11 μg/m³,7.89 μg/m³,23.1 °C,1.00 ppm
2024-01-03 14:00:00,684 ppm,80.6 %H,9.24 μg/m³,8.82 μg/m³,23.2 °C,0.777 ppm
2024-01-03 12:00:00,633 ppm,81.0 %H,11.3 μg/m³,11.1 μg/m³,23.2 °C,0.786 ppm
2024-01-03 10:00:00,529 ppm,80.9 %H,14.1 μg/m³,13.1 μg/m³,23.1 °C,0.796 ppm
2024-01-03 08:00:00,500 ppm,80.9 %H,10.3 μg/m³,9.94 μg/m³,23.3 °C,0.761 ppm
2024-01-03 06:00:00,511 ppm,81 %H,11.1 μg/m³,10.6 μg/m³,23.7 °C,0.775 ppm
2024-01-03 04:00:00,528 ppm,81 %H,9.76 μg/m³,9.41 μg/m³,23.7 °C,0.795 ppm
2024-01-03 02:00:00,547 ppm,81 %H,10.3 μg/m³,9.61 μg/m³,23.7 °C,0.789 ppm
2024-01-03 00:00:00,575 ppm,81 %H,9.47 μg/m³,9.06 μg/m³,23.6 °C,0.786 ppm
2024-01-02 22:00:00,601 ppm,81 %H,8.65 μg/m³,8.29 μg/m³,23.6 °C,0.800 ppm
2024-01-02 20:00:00,631 ppm,81.3 %H,8.59 μg/m³,8.12 μg/m³,23.4 °C,0.796 ppm
2024-01-02 18:00:00,715 ppm,81.3 %H,7.65 μg/m³,7.53 μg/m³,23.2 °C,0.944 ppm
2024-01-02 16:00:00,730 ppm,81.0 %H,6.82 μg/m³,6.53 μg/m³,23.2 °C,1.01 ppm
2024-01-02 14:00:00,642 ppm,80.9 %H,6.65 μg/m³,6.53 μg/m³,23.2 °C,0.988 ppm
2024-01-02 12:00:00,578 ppm,80.9 %H,7.56 μg/m³,7.44 μg/m³,23.2 °C,0.998 ppm
2024-01-02 10:00:00,486 ppm,81.0 %H,7.47 μg/m³,7.47 μg/m³,23.1 °C,0.850 ppm
2024-01-02 08:00:00,441 ppm,80.6 %H,8.71 μg/m³,8.47 μg/m³,23.2 °C,0.883 ppm
2024-01-02 06:00:00,441 ppm,80.5 %H,8.71 μg/m³,8.47 μg/m³,23.7 °C,0.840 ppm
2024-01-02 04:00:00,445 ppm,80.5 %H,8.88 μg/m³,8.59 μg/m³,23.7 °C,0.838 ppm
2024-01-02 02:00:00,448 ppm,80.8 %H,9.41 μg/m³,9 μg/m³,23.6 °C,0.784 ppm
2024-01-02 00:00:00,453 ppm,81 %H,10.3 μg/m³,9.82 μg/m³,23.6 °C,0.761 ppm
2024-01-01 22:00:00,451 ppm,81.3 %H,10.1 μg/m³,9.56 μg/m³,23.6 °C,0.799 ppm
2024-01-01 20:00:00,445 ppm,81.7 %H,9.94 μg/m³,9.65 μg/m³,23.4 °C,0.744 ppm
2024-01-01 18:00:00,440 ppm,81.9 %H,9.24 μg/m³,9 μg/m³,23.2 °C,0.666 ppm
2024-01-01 16:00:00,435 ppm,81.8 %H,10.1 μg/m³,9.88 μg/m³,23.0 °C,0.711 ppm
2024-01-01 14:00:00,437 ppm,81.4 %H,11.4 μg/m³,10.9 μg/m³,23.1 °C,0.745 ppm
2024-01-01 12:00:00,445 ppm,81.1 %H,12.4 μg/m³,11.8 μg/m³,23.2 °C,0.809 ppm
2024-01-01 10:00:00,460 ppm,81.7 %H,12.5 μg/m³,12.1 μg/m³,23.3 °C,0.848 ppm
2024-01-01 08:00:00,468 ppm,81.2 %H,15.6 μg/m³,15 μg/m³,23.5 °C,0.969 ppm
2024-01-01 06:00:00,474 ppm,81.5 %H,16.5 μg/m³,15.7 μg/m³,24.1 °C,0.918 ppm
2024-01-01 04:00:00,475 ppm,81.2 %H,16.2 μg/m³,15.3 μg/m³,24.1 °C,0.932 ppm
2024-01-01 02:00:00,472 ppm,81 %H,14.9 μg/m³,14 μg/m³,24.0 °C,0.849 ppm
2024-01-01 00:00:00,471 ppm,81 %H,13.2 μg/m³,12.9 μg/m³,24.0 °C,0.827 ppm
2023-12-31 22:00:00,464 ppm,81 %H,13.1 μg/m³,12.7 μg/m³,24.0 °C,0.754 ppm
2023-12-31 20:00:00,459 ppm,80.8 %H,14.4 μg/m³,14 μg/m³,24.0 °C,0.754 ppm
2023-12-31 18:00:00,454 ppm,80.5 %H,16 μg/m³,15.3 μg/m³,24.1 °C,0.741 ppm
2023-12-31 16:00:00,451 ppm,80.5 %H,19.4 μg/m³,18.9 μg/m³,24.1 °C,0.715 ppm
2023-12-31 14:00:00,448 ppm,80.5 %H,22.5 μg/m³,21.8 μg/m³,24.2 °C,0.766 ppm
2023-12-31 12:00:00,446 ppm,80.7 %H,24.3 μg/m³,23.5 μg/m³,24.0 °C,0.716 ppm
2023-12-31 10:00:00,449 ppm,81 %H,22.7 μg/m³,22.2 μg/m³,23.9 °C,0.721 ppm
2023-12-31 08:00:00,453 ppm,81 %H,20.5 μg/m³,19.8 μg/m³,23.8 °C,0.763 ppm
2023-12-31 06:00:00,455 ppm,81 %H,21.3 μg/m³,20.5 μg/m³,23.7 °C,0.805 ppm
2023-12-31 04:00:00,457 ppm,81 %H,20.9 μg/m³,20.1 μg/m³,23.7 °C,0.776 ppm
2023-12-31 02:00:00,463 ppm,81 %H,21.2 μg/m³,20 μg/m³,23.6 °C,0.733 ppm
2023-12-31 00:00:00,467 ppm,81 %H,19.5 μg/m³,19.1 μg/m³,23.6 °C,0.695 ppm
2023-12-30 22:00:00,472 ppm,81 %H,18.6 μg/m³,17.6 μg/m³,23.5 °C,0.669 ppm
2023-12-30 20:00:00,465 ppm,81 %H,16.7 μg/m³,16.3 μg/m³,23.3 °C,0.536 ppm
2023-12-30 18:00:00,460 ppm,81.2 %H,15.4 μg/m³,15.1 μg/m³,23.2 °C,0.437 ppm
2023-12-30 16:00:00,459 ppm,80.8 %H,15.2 μg/m³,14.8 μg/m³,22.9 °C,0.399 ppm
2023-12-30 14:00:00,458 ppm,80.4 %H,17.2 μg/m³,16.4 μg/m³,23.1 °C,0.372 ppm
2023-12-30 12:00:00,462 ppm,80.6 %H,15.5 μg/m³,15.3 μg/m³,23.1 °C,0.372 ppm
2023-12-30 10:00:00,474 ppm,80.9 %H,16.6 μg/m³,15.9 μg/m³,23.1 °C,0.436 ppm
2023-12-30 08:00:00,491 ppm,80.9 %H,16.4 μg/m³,15.9 μg/m³,23.3 °C,0.544 ppm
2023-12-30 06:00:00,502 ppm,81 %H,16.1 μg/m³,15.4 μg/m³,23.7 °C,0.560 ppm
2023-12-30 04:00:00,513 ppm,80.9 %H,14.5 μg/m³,14.2 μg/m³,23.7 °C,0.501 ppm
2023-12-30 02:00:00,523 ppm,80.7 %H,14.4 μg/m³,14 μg/m³,23.6 °C,0.511 ppm
2023-12-30 00:00:00,534 ppm,80.7 %H,12.8 μg/m³,12.6 μg/m³,23.5 °C,0.498 ppm
2023-12-29 22:00:00,543 ppm,80.9 %H,11.3 μg/m³,11.1 μg/m³,23.5 °C,0.501 ppm
2023-12-29 20:00:00,539 ppm,81 %H,9.59 μg/m³,9.29 μg/m³,23.3 °C,0.412 ppm
2023-12-29 18:00:00,544 ppm,80.9 %H,8.88 μg/m³,8.59 μg/m³,23.1 °C,0.387 ppm
2023-12-29 16:00:00,535 ppm,80.3 %H,8.12 μg/m³,7.94 μg/m³,23.0 °C,0.352 ppm
2023-12-29 14:00:00,527 ppm,80.2 %H,8.59 μg/m³,8.12 μg/m³,23.0 °C,0.344 ppm
2023-12-29 12:00:00,529 ppm,80.3 %H,8.29 μg/m³,8.24 μg/m³,23.0 °C,0.346 ppm
2023-12-29 10:00:00,523 ppm,80.9 %H,9.44 μg/m³,9 μg/m³,23.1 °C,0.339 ppm
2023-12-29 08:00:00,543 ppm,80.6 %H,11.2 μg/m³,10.9 μg/m³,23.2 °C,0.351 ppm
2023-12-29 06:00:00,563 ppm,80.5 %H,13.9 μg/m³,13.1 μg/m³,23.6 °C,0.375 ppm
2023-12-29 04:00:00,577 ppm,80.5 %H,14.2 μg/m³,13.2 μg/m³,23.6 °C,0.376 ppm
2023-12-29 02:00:00,594 ppm,80.5 %H,13.8 μg/m³,13.1 μg/m³,23.6 °C,0.387 ppm
2023-12-29 00:00:00,611 ppm,80.5 %H,12.5 μg/m³,12.2 μg/m³,23.5 °C,0.378 ppm
2023-12-28 22:00:00,621 ppm,80.5 %H,12.1 μg/m³,11.8 μg/m³,23.5 °C,0.336 ppm
2023-12-28 20:00:00,618 ppm,80.6 %H,11.7 μg/m³,11.4 μg/m³,23.4 °C,0.309 ppm
2023-12-28 18:00:00,629 ppm,80.9 %H,10.7 μg/m³,10.6 μg/m³,23.3 °C,0.298 ppm
2023-12-28 16:00:00,607 ppm,80.9 %H,11.1 μg/m³,10.8 μg/m³,23.2 °C,0.280 ppm
2023-12-28 14:00:00,568 ppm,80.4 %H,13.2 μg/m³,12.9 μg/m³,23.0 °C,0.281 ppm
2023-12-28 12:00:00,547 ppm,80.3 %H,18.1 μg/m³,17.3 μg/m³,23.0 °C,0.263 ppm
2023-12-28 10:00:00,527 ppm,80.7 %H,16.4 μg/m³,15.9 μg/m³,23.0 °C,0.328 ppm
2023-12-28 08:00:00,536 ppm,80.3 %H,10.1 μg/m³,9.94 μg/m³,23.2 °C,0.877 ppm
2023-12-28 06:00:00,557 ppm,80 %H,10.2 μg/m³,9.83 μg/m³,23.6 °C,1.27 ppm
2023-12-28 04:00:00,576 ppm,80 %H,11.5 μg/m³,10.9 μg/m³,23.6 °C,1.53 ppm
2023-12-28 02:00:00,597 ppm,80 %H,10.5 μg/m³,10.5 μg/m³,23.6 °C,1.85 ppm
2023-12-28 00:00:00,617 ppm,80 %H,10.5 μg/m³,10 μg/m³,23.5 °C,2.18 ppm
2023-12-27 22:00:00,639 ppm,80.2 %H,11 μg/m³,10.6 μg/m³,23.5 °C,2.44 ppm
2023-12-27 20:00:00,653 ppm,80.6 %H,10.5 μg/m³,10.5 μg/m³,23.3 °C,2.44 ppm
2023-12-27 18:00:00,690 ppm,80.7 %H,10.6 μg/m³,10.3 μg/m³,23.0 °C,1.52 ppm
2023-12-27 16:00:00,586 ppm,80.3 %H,11.2 μg/m³,10.4 μg/m³,23.2 °C,0.692 ppm
2023-12-27 14:00:00,520 ppm,80.6 %H,11.5 μg/m³,11.1 μg/m³,23.2 °C,0.583 ppm
2023-12-27 12:00:00,507 ppm,80.4 %H,14.1 μg/m³,13.5 μg/m³,23.0 °C,0.614 ppm
2023-12-27 10:00:00,490 ppm,80.3 %H,12.4 μg/m³,12.1 μg/m³,23.1 °C,0.601 ppm
2023-12-27 08:00:00,495 ppm,79.9 %H,9.12 μg/m³,8.82 μg/m³,23.3 °C,0.618 ppm
2023-12-27 06:00:00,504 ppm,79.5 %H,9.65 μg/m³,9.59 μg/m³,23.8 °C,0.593 ppm
2023-12-27 04:00:00,515 ppm,79.5 %H,9.82 μg/m³,9.35 μg/m³,23.7 °C,0.644 ppm
2023-12-27 02:00:00,531 ppm,79.5 %H,10.2 μg/m³,9.56 μg/m³,23.7 °C,0.659 ppm
2023-12-27 00:00:00,548 ppm,79.9 %H,9.88 μg/m³,9.76 μg/m³,23.6 °C,0.611 ppm
2023-12-26 22:00:00,550 ppm,80 %H,9.59 μg/m³,9.24 μg/m³,23.6 °C,0.678 ppm
2023-12-26 20:00:00,544 ppm,80.4 %H,9.35 μg/m³,8.82 μg/m³,23.4 °C,0.602 ppm
2023-12-26 18:00:00,544 ppm,80.7 %H,8.53 μg/m³,8.18 μg/m³,23.1 °C,0.549 ppm
2023-12-26 16:00:00,529 ppm,79.9 %H,8.35 μg/m³,8.18 μg/m³,23.0 °C,0.575 ppm
2023-12-26 14:00:00,511 ppm,79.7 %H,7.94 μg/m³,7.94 μg/m³,23.1 °C,0.581 ppm
2023-12-26 12:00:00,482 ppm,79.9 %H,7.89 μg/m³,7.78 μg/m³,23.1 °C,0.621 ppm
2023-12-26 10:00:00,444 ppm,80.5 %H,9 μg/m³,8.76 μg/m³,23.1 °C,0.615 ppm
2023-12-26 08:00:00,437 ppm,80 %H,10.9 μg/m³,10.4 μg/m³,23.3 °C,0.732 ppm
2023-12-26 06:00:00,436 ppm,80 %H,11.6 μg/m³,11.1 μg/m³,23.9 °C,0.758 ppm
2023-12-26 04:00:00,436 ppm,80 %H,12.1 μg/m³,11.5 μg/m³,23.9 °C,0.757 ppm
2023-12-26 02:00:00,437 ppm,80 %H,12.5 μg/m³,12 μg/m³,23.9 °C,0.752 ppm
2023-12-26 00:00:00,437 ppm,80.2 %H,11.2 μg/m³,10.7 μg/m³,23.8 °C,0.686 ppm
2023-12-25 22:00:00,434 ppm,80.5 %H,9.28 μg/m³,8.94 μg/m³,23.7 °C,0.634 ppm
2023-12-25 20:00:00,429 ppm,81.0 %H,7.82 μg/m³,7.82 μg/m³,23.5 °C,0.526 ppm
2023-12-25 18:00:00,424 ppm,81.2 %H,7.29 μg/m³,7.24 μg/m³,23.1 °C,0.453 ppm
2023-12-25 16:00:00,419 ppm,81 %H,7.06 μg/m³,6.94 μg/m³,23.2 °C,0.467 ppm
2023-12-25 14:00:00,415 ppm,81.0 %H,7.47 μg/m³,7.24 μg/m³,23.1 °C,0.499 ppm
2023-12-25 12:00:00,415 ppm,80.1 %H,8.35 μg/m³,8.35 μg/m³,23.3 °C,0.533 ppm
2023-12-25 10:00:00,412 ppm,79.6 %H,9.35 μg/m³,9.18 μg/m³,23.4 °C,0.647 ppm
2023-12-25 08:00:00,413 ppm,78.9 %H,11.2 μg/m³,11 μg/m³,23.5 °C,0.801 ppm
2023-12-25 06:00:00,420 ppm,80.5 %H,13.6 μg/m³,12.8 μg/m³,24.5 °C,0.786 ppm
2023-12-25 04:00:00,423 ppm,80.5 %H,13.7 μg/m³,13.4 μg/m³,24.5 °C,0.781 ppm
2023-12-25 02:00:00,431 ppm,80.5 %H,14.4 μg/m³,14.2 μg/m³,24.5 °C,0.789 ppm
2023-12-25 00:00:00,440 ppm,80.5 %H,15.5 μg/m³,14.8 μg/m³,24.5 °C,0.775 ppm
2023-12-24 22:00:00,445 ppm,80 %H,17.2 μg/m³,16.9 μg/m³,24.5 °C,0.775 ppm
2023-12-24 20:00:00,444 ppm,80.0 %H,19.4 μg/m³,18.6 μg/m³,24.5 °C,0.782 ppm
2023-12-24 18:00:00,442 ppm,79.6 %H,21.7 μg/m³,20.9 μg/m³,24.6 °C,0.809 ppm
